DATE,DailyMaximumDryBulbTemperature,VIOLENT_CRIME_COUNT,DATE_DT,MONTH,DAY_OF_WEEK,SEASON,TEMP_BIN
2022-02-18,46.94,12,2022-02-18,2,Friday,Winter,Moderate
2022-02-19,57.02,18,2022-02-19,2,Saturday,Winter,Moderate
2022-02-20,60.08,18,2022-02-20,2,Sunday,Winter,Warm
2022-02-21,51.98,22,2022-02-21,2,Monday,Winter,Moderate
2022-02-22,5.18,9,2022-02-22,2,Tuesday,Winter,Very Cold
2022-02-23,13.100000000000001,12,2022-02-23,2,Wednesday,Winter,Very Cold
2022-02-24,25.16,16,2022-02-24,2,Thursday,Winter,Cold
2022-02-25,30.2,10,2022-02-25,2,Friday,Winter,Cold
2022-02-26,39.02,16,2022-02-26,2,Saturday,Winter,Moderate
2022-02-27,57.92,17,2022-02-27,2,Sunday,Winter,Moderate
2022-02-28,62.959999999999994,18,2022-02-28,2,Monday,Winter,Warm
2022-03-01,66.92,15,2022-03-01,3,Tuesday,Spring,Warm
2022-03-02,69.98,21,2022-03-02,3,Wednesday,Spring,Warm
2022-03-03,71.96,13,2022-03-03,3,Thursday,Spring,Warm
2022-03-04,62.959999999999994,33,2022-03-04,3,Friday,Spring,Warm
2022-03-05,44.06,19,2022-03-05,3,Saturday,Spring,Moderate
2022-03-06,22.1,16,2022-03-06,3,Sunday,Spring,Cold
2022-03-07,29.12,10,2022-03-07,3,Monday,Spring,Cold
2022-03-08,37.94,18,2022-03-08,3,Tuesday,Spring,Cold
2022-03-09,24.26,9,2022-03-09,3,Wednesday,Spring,Cold
2022-03-10,18.14,15,2022-03-10,3,Thursday,Spring,Cold
2022-03-11,35.06,11,2022-03-11,3,Friday,Spring,Cold
2022-03-12,55.94,22,2022-03-12,3,Saturday,Spring,Moderate
2022-03-13,64.04,24,2022-03-13,3,Sunday,Spring,Warm
2022-03-14,51.98,16,2022-03-14,3,Monday,Spring,Moderate
2022-03-15,68,13,2022-03-15,3,Tuesday,Spring,Warm
2022-03-16,51.98,14,2022-03-16,3,Wednesday,Spring,Moderate
2022-03-17,33.98,13,2022-03-17,3,Thursday,Spring,Cold
2022-03-18,46.94,12,2022-03-18,3,Friday,Spring,Moderate
2022-03-19,53.96,14,2022-03-19,3,Saturday,Spring,Moderate
2022-03-20,62.959999999999994,19,2022-03-20,3,Sunday,Spring,Warm
2022-03-21,44.96,25,2022-03-21,3,Monday,Spring,Moderate
2022-03-22,39.92,5,2022-03-22,3,Tuesday,Spring,Moderate
2022-03-23,51.98,15,2022-03-23,3,Wednesday,Spring,Moderate
2022-03-24,64.04,17,2022-03-24,3,Thursday,Spring,Warm
2022-03-25,62.959999999999994,15,2022-03-25,3,Friday,Spring,Warm
2022-03-26,73.04,20,2022-03-26,3,Saturday,Spring,Warm
2022-03-27,73.94,20,2022-03-27,3,Sunday,Spring,Warm
2022-03-28,75.02,16,2022-03-28,3,Monday,Spring,Warm
2022-03-29,53.96,15,2022-03-29,3,Tuesday,Spring,Moderate
2022-03-30,44.96,15,2022-03-30,3,Wednesday,Spring,Moderate
2022-03-31,60.08,9,2022-03-31,3,Thursday,Spring,Warm
2022-04-01,55.94,20,2022-04-01,4,Friday,Spring,Moderate
2022-04-02,66.92,30,2022-04-02,4,Saturday,Spring,Warm
2022-04-03,50,12,2022-04-03,4,Sunday,Spring,Moderate
2022-04-04,64.94,13,2022-04-04,4,Monday,Spring,Warm
2022-04-05,60.08,16,2022-04-05,4,Tuesday,Spring,Warm
2022-04-06,46.04,11,2022-04-06,4,Wednesday,Spring,Moderate
2022-04-07,50,23,2022-04-07,4,Thursday,Spring,Moderate
2022-04-08,64.94,19,2022-04-08,4,Friday,Spring,Warm
2022-04-09,73.94,24,2022-04-09,4,Saturday,Spring,Warm
2022-04-10,57.92,19,2022-04-10,4,Sunday,Spring,Moderate
2022-04-11,64.04,14,2022-04-11,4,Monday,Spring,Warm
2022-04-12,57.92,14,2022-04-12,4,Tuesday,Spring,Moderate
2022-04-13,37.94,12,2022-04-13,4,Wednesday,Spring,Cold
2022-04-14,55.94,15,2022-04-14,4,Thursday,Spring,Moderate
2022-04-15,62.059999999999995,12,2022-04-15,4,Friday,Spring,Warm
2022-04-16,57.92,21,2022-04-16,4,Saturday,Spring,Moderate
2022-04-17,66.92,21,2022-04-17,4,Sunday,Spring,Warm
2022-04-18,60.980000000000004,19,2022-04-18,4,Monday,Spring,Warm
2022-04-19,78.08,25,2022-04-19,4,Tuesday,Spring,Warm
2022-04-20,69.98,18,2022-04-20,4,Wednesday,Spring,Warm
2022-04-21,75.92,22,2022-04-21,4,Thursday,Spring,Warm
2022-04-22,84.02,19,2022-04-22,4,Friday,Spring,Hot
2022-04-23,59,19,2022-04-23,4,Saturday,Spring,Warm
2022-04-24,51.08,19,2022-04-24,4,Sunday,Spring,Moderate
2022-04-25,53.96,9,2022-04-25,4,Monday,Spring,Moderate
2022-04-26,71.96,22,2022-04-26,4,Tuesday,Spring,Warm
2022-04-27,73.94,14,2022-04-27,4,Wednesday,Spring,Warm
2022-04-28,75.02,17,2022-04-28,4,Thursday,Spring,Warm
2022-04-29,64.04,12,2022-04-29,4,Friday,Spring,Warm
2022-04-30,62.059999999999995,11,2022-04-30,4,Saturday,Spring,Warm
2022-05-01,64.94,17,2022-05-01,5,Sunday,Spring,Warm
2022-05-02,42.08,15,2022-05-02,5,Monday,Spring,Moderate
2022-05-03,57.92,19,2022-05-03,5,Tuesday,Spring,Moderate
2022-05-04,46.94,18,2022-05-04,5,Wednesday,Spring,Moderate
2022-05-05,66.92,20,2022-05-05,5,Thursday,Spring,Warm
2022-05-06,80.06,17,2022-05-06,5,Friday,Spring,Hot
2022-05-07,86,16,2022-05-07,5,Saturday,Spring,Hot
2022-05-08,71.96,20,2022-05-08,5,Sunday,Spring,Warm
2022-05-09,71.96,24,2022-05-09,5,Monday,Spring,Warm
2022-05-10,71.96,19,2022-05-10,5,Tuesday,Spring,Warm
2022-05-11,86,19,2022-05-11,5,Wednesday,Spring,Hot
2022-05-12,71.06,22,2022-05-12,5,Thursday,Spring,Warm
2022-05-13,73.94,23,2022-05-13,5,Friday,Spring,Warm
2022-05-14,78.98,24,2022-05-14,5,Saturday,Spring,Hot
2022-05-15,75.92,23,2022-05-15,5,Sunday,Spring,Warm
2022-05-16,84.02,25,2022-05-16,5,Monday,Spring,Hot
2022-05-17,82.94,13,2022-05-17,5,Tuesday,Spring,Hot
2022-05-18,80.06,10,2022-05-18,5,Wednesday,Spring,Hot
2022-05-19,87.08000000000001,13,2022-05-19,5,Thursday,Spring,Hot
2022-05-20,37.94,13,2022-05-20,5,Friday,Spring,Cold
2022-05-21,42.980000000000004,16,2022-05-21,5,Saturday,Spring,Moderate
2022-05-22,51.08,18,2022-05-22,5,Sunday,Spring,Moderate
2022-05-23,60.08,22,2022-05-23,5,Monday,Spring,Warm
2022-05-24,53.06,14,2022-05-24,5,Tuesday,Spring,Moderate
2022-05-25,66.92,18,2022-05-25,5,Wednesday,Spring,Warm
2022-05-26,80.06,29,2022-05-26,5,Thursday,Spring,Hot
2022-05-27,86,17,2022-05-27,5,Friday,Spring,Hot
2022-05-28,84.02,17,2022-05-28,5,Saturday,Spring,Hot
2022-05-29,73.94,25,2022-05-29,5,Sunday,Spring,Warm
2022-05-30,64.94,13,2022-05-30,5,Monday,Spring,Warm
2022-05-31,60.08,18,2022-05-31,5,Tuesday,Spring,Warm
2022-06-01,57.02,16,2022-06-01,6,Wednesday,Summer,Moderate
2022-06-02,69.98,15,2022-06-02,6,Thursday,Summer,Warm
2022-06-03,73.04,16,2022-06-03,6,Friday,Summer,Warm
2022-06-04,82.94,27,2022-06-04,6,Saturday,Summer,Hot
2022-06-05,82.04,28,2022-06-05,6,Sunday,Summer,Hot
2022-06-06,77,30,2022-06-06,6,Monday,Summer,Warm
2022-06-07,80.96,20,2022-06-07,6,Tuesday,Summer,Hot
2022-06-08,77,14,2022-06-08,6,Wednesday,Summer,Warm
2022-06-09,87.08000000000001,13,2022-06-09,6,Thursday,Summer,Hot
2022-06-10,89.06,19,2022-06-10,6,Friday,Summer,Hot
2022-06-11,96.08000000000001,22,2022-06-11,6,Saturday,Summer,Hot
2022-06-12,91.03999999999999,29,2022-06-12,6,Sunday,Summer,Hot
2022-06-13,95,18,2022-06-13,6,Monday,Summer,Hot
2022-06-14,82.94,21,2022-06-14,6,Tuesday,Summer,Hot
2022-06-15,84.91999999999999,19,2022-06-15,6,Wednesday,Summer,Hot
2022-06-16,91.94,10,2022-06-16,6,Thursday,Summer,Hot
2022-06-17,93.91999999999999,18,2022-06-17,6,Friday,Summer,Hot
2022-06-18,87.98,14,2022-06-18,6,Saturday,Summer,Hot
2022-06-19,84.91999999999999,22,2022-06-19,6,Sunday,Summer,Hot
2022-06-20,87.98,19,2022-06-20,6,Monday,Summer,Hot
2022-06-21,73.94,21,2022-06-21,6,Tuesday,Summer,Warm
2022-06-22,82.94,15,2022-06-22,6,Wednesday,Summer,Hot
2022-06-23,89.06,14,2022-06-23,6,Thursday,Summer,Hot
2022-06-24,87.08000000000001,15,2022-06-24,6,Friday,Summer,Hot
2022-06-25,66.92,24,2022-06-25,6,Saturday,Summer,Warm
2022-06-26,66.02,23,2022-06-26,6,Sunday,Summer,Warm
2022-06-27,84.91999999999999,23,2022-06-27,6,Monday,Summer,Hot
2022-06-28,91.03999999999999,22,2022-06-28,6,Tuesday,Summer,Hot
2022-06-29,91.03999999999999,18,2022-06-29,6,Wednesday,Summer,Hot
2022-06-30,80.96,15,2022-06-30,6,Thursday,Summer,Hot
2022-07-01,82.94,19,2022-07-01,7,Friday,Summer,Hot
2022-07-02,87.08000000000001,25,2022-07-02,7,Saturday,Summer,Hot
2022-07-03,91.03999999999999,30,2022-07-03,7,Sunday,Summer,Hot
2022-07-04,91.94,21,2022-07-04,7,Monday,Summer,Hot
2022-07-05,91.94,26,2022-07-05,7,Tuesday,Summer,Hot
2022-07-06,84.02,17,2022-07-06,7,Wednesday,Summer,Hot
2022-07-07,87.08000000000001,19,2022-07-07,7,Thursday,Summer,Hot
2022-07-08,93.02,15,2022-07-08,7,Friday,Summer,Hot
2022-07-09,98.06,26,2022-07-09,7,Saturday,Summer,Hot
2022-07-10,98.96000000000001,24,2022-07-10,7,Sunday,Summer,Hot
2022-07-11,78.98,20,2022-07-11,7,Monday,Summer,Hot
2022-07-12,93.02,15,2022-07-12,7,Tuesday,Summer,Hot
2022-07-13,95,16,2022-07-13,7,Wednesday,Summer,Hot
2022-07-14,95,20,2022-07-14,7,Thursday,Summer,Hot
2022-07-15,93.02,24,2022-07-15,7,Friday,Summer,Hot
2022-07-16,91.94,35,2022-07-16,7,Saturday,Summer,Hot
2022-07-17,95,25,2022-07-17,7,Sunday,Summer,Hot
2022-07-18,96.08000000000001,18,2022-07-18,7,Monday,Summer,Hot
2022-07-19,93.02,19,2022-07-19,7,Tuesday,Summer,Hot
2022-07-20,91.03999999999999,20,2022-07-20,7,Wednesday,Summer,Hot
2022-07-21,93.91999999999999,24,2022-07-21,7,Thursday,Summer,Hot
2022-07-22,95,16,2022-07-22,7,Friday,Summer,Hot
2022-07-23,93.91999999999999,33,2022-07-23,7,Saturday,Summer,Hot
2022-07-24,82.04,26,2022-07-24,7,Sunday,Summer,Hot
2022-07-25,87.98,13,2022-07-25,7,Monday,Summer,Hot
2022-07-26,84.91999999999999,15,2022-07-26,7,Tuesday,Summer,Hot
2022-07-27,87.08000000000001,9,2022-07-27,7,Wednesday,Summer,Hot
2022-07-28,75.02,14,2022-07-28,7,Thursday,Summer,Warm
2022-07-29,82.94,19,2022-07-29,7,Friday,Summer,Hot
2022-07-30,89.06,17,2022-07-30,7,Saturday,Summer,Hot
2022-07-31,89.96000000000001,27,2022-07-31,7,Sunday,Summer,Hot
2022-08-01,93.02,26,2022-08-01,8,Monday,Summer,Hot
2022-08-02,93.02,22,2022-08-02,8,Tuesday,Summer,Hot
2022-08-03,89.06,9,2022-08-03,8,Wednesday,Summer,Hot
2022-08-04,93.91999999999999,16,2022-08-04,8,Thursday,Summer,Hot
2022-08-05,96.98,25,2022-08-05,8,Friday,Summer,Hot
2022-08-06,91.94,26,2022-08-06,8,Saturday,Summer,Hot
2022-08-07,82.94,29,2022-08-07,8,Sunday,Summer,Hot
2022-08-08,89.06,27,2022-08-08,8,Monday,Summer,Hot
2022-08-09,91.94,18,2022-08-09,8,Tuesday,Summer,Hot
2022-08-10,91.03999999999999,19,2022-08-10,8,Wednesday,Summer,Hot
2022-08-11,95,16,2022-08-11,8,Thursday,Summer,Hot
2022-08-12,91.94,20,2022-08-12,8,Friday,Summer,Hot
2022-08-13,93.02,19,2022-08-13,8,Saturday,Summer,Hot
2022-08-14,91.94,23,2022-08-14,8,Sunday,Summer,Hot
2022-08-15,84.02,18,2022-08-15,8,Monday,Summer,Hot
2022-08-16,68,13,2022-08-16,8,Tuesday,Summer,Warm
2022-08-17,80.06,22,2022-08-17,8,Wednesday,Summer,Hot
2022-08-18,84.91999999999999,18,2022-08-18,8,Thursday,Summer,Hot
2022-08-19,80.96,25,2022-08-19,8,Friday,Summer,Hot
2022-08-20,75.02,31,2022-08-20,8,Saturday,Summer,Warm
2022-08-21,78.98,23,2022-08-21,8,Sunday,Summer,Hot
2022-08-22,80.96,26,2022-08-22,8,Monday,Summer,Hot
2022-08-23,82.94,19,2022-08-23,8,Tuesday,Summer,Hot
2022-08-24,84.02,18,2022-08-24,8,Wednesday,Summer,Hot
2022-08-25,84.91999999999999,13,2022-08-25,8,Thursday,Summer,Hot
2022-08-26,80.96,11,2022-08-26,8,Friday,Summer,Hot
2022-08-27,84.91999999999999,33,2022-08-27,8,Saturday,Summer,Hot
2022-08-28,86,17,2022-08-28,8,Sunday,Summer,Hot
2022-08-29,84.02,24,2022-08-29,8,Monday,Summer,Hot
2022-08-30,89.06,14,2022-08-30,8,Tuesday,Summer,Hot
2022-08-31,89.06,15,2022-08-31,8,Wednesday,Summer,Hot
2022-09-01,89.06,13,2022-09-01,9,Thursday,Fall,Hot
2022-09-02,89.96000000000001,22,2022-09-02,9,Friday,Fall,Hot
2022-09-03,84.91999999999999,17,2022-09-03,9,Saturday,Fall,Hot
2022-09-04,91.03999999999999,22,2022-09-04,9,Sunday,Fall,Hot
2022-09-05,93.02,19,2022-09-05,9,Monday,Fall,Hot
2022-09-06,95,19,2022-09-06,9,Tuesday,Fall,Hot
2022-09-07,93.91999999999999,21,2022-09-07,9,Wednesday,Fall,Hot
2022-09-08,95,15,2022-09-08,9,Thursday,Fall,Hot
2022-09-09,69.08,21,2022-09-09,9,Friday,Fall,Warm
2022-09-10,51.08,24,2022-09-10,9,Saturday,Fall,Moderate
2022-09-11,75.02,20,2022-09-11,9,Sunday,Fall,Warm
2022-09-12,84.91999999999999,20,2022-09-12,9,Monday,Fall,Hot
2022-09-13,86,13,2022-09-13,9,Tuesday,Fall,Hot
2022-09-14,78.98,18,2022-09-14,9,Wednesday,Fall,Hot
2022-09-15,75.02,18,2022-09-15,9,Thursday,Fall,Warm
2022-09-16,80.06,14,2022-09-16,9,Friday,Fall,Hot
2022-09-17,80.96,18,2022-09-17,9,Saturday,Fall,Hot
2022-09-18,84.02,21,2022-09-18,9,Sunday,Fall,Hot
2022-09-19,87.08000000000001,15,2022-09-19,9,Monday,Fall,Hot
2022-09-20,89.06,21,2022-09-20,9,Tuesday,Fall,Hot
2022-09-21,66.02,19,2022-09-21,9,Wednesday,Fall,Warm
2022-09-22,64.94,20,2022-09-22,9,Thursday,Fall,Warm
2022-09-23,78.98,15,2022-09-23,9,Friday,Fall,Hot
2022-09-24,80.06,21,2022-09-24,9,Saturday,Fall,Hot
2022-09-25,75.02,24,2022-09-25,9,Sunday,Fall,Warm
2022-09-26,80.06,17,2022-09-26,9,Monday,Fall,Hot
2022-09-27,75.02,17,2022-09-27,9,Tuesday,Fall,Warm
2022-09-28,82.94,19,2022-09-28,9,Wednesday,Fall,Hot
2022-09-29,80.96,14,2022-09-29,9,Thursday,Fall,Hot
2022-09-30,78.98,19,2022-09-30,9,Friday,Fall,Hot
2022-10-01,71.96,27,2022-10-01,10,Saturday,Fall,Warm
2022-10-02,71.96,26,2022-10-02,10,Sunday,Fall,Warm
2022-10-03,71.96,20,2022-10-03,10,Monday,Fall,Warm
2022-10-04,66.02,15,2022-10-04,10,Tuesday,Fall,Warm
2022-10-05,66.92,27,2022-10-05,10,Wednesday,Fall,Warm
2022-10-06,69.98,17,2022-10-06,10,Thursday,Fall,Warm
2022-10-07,50,26,2022-10-07,10,Friday,Fall,Moderate
2022-10-08,64.94,21,2022-10-08,10,Saturday,Fall,Warm
2022-10-09,71.06,23,2022-10-09,10,Sunday,Fall,Warm
2022-10-10,73.04,31,2022-10-10,10,Monday,Fall,Warm
2022-10-11,75.92,19,2022-10-11,10,Tuesday,Fall,Warm
2022-10-12,71.06,19,2022-10-12,10,Wednesday,Fall,Warm
2022-10-13,62.059999999999995,14,2022-10-13,10,Thursday,Fall,Warm
2022-10-14,75.02,24,2022-10-14,10,Friday,Fall,Warm
2022-10-15,62.959999999999994,25,2022-10-15,10,Saturday,Fall,Warm
2022-10-16,55.04,20,2022-10-16,10,Sunday,Fall,Moderate
2022-10-17,60.980000000000004,18,2022-10-17,10,Monday,Fall,Warm
2022-10-18,66.02,21,2022-10-18,10,Tuesday,Fall,Warm
2022-10-19,73.94,11,2022-10-19,10,Wednesday,Fall,Warm
2022-10-20,77,15,2022-10-20,10,Thursday,Fall,Warm
2022-10-21,75.02,24,2022-10-21,10,Friday,Fall,Warm
2022-10-22,73.94,31,2022-10-22,10,Saturday,Fall,Warm
2022-10-23,64.04,26,2022-10-23,10,Sunday,Fall,Warm
2022-10-24,48.92,23,2022-10-24,10,Monday,Fall,Moderate
2022-10-25,60.980000000000004,16,2022-10-25,10,Tuesday,Fall,Warm
2022-10-26,57.92,13,2022-10-26,10,Wednesday,Fall,Moderate
2022-10-27,41,15,2022-10-27,10,Thursday,Fall,Moderate
2022-10-28,57.92,19,2022-10-28,10,Friday,Fall,Moderate
2022-10-29,57.92,18,2022-10-29,10,Saturday,Fall,Moderate
2022-10-30,57.92,27,2022-10-30,10,Sunday,Fall,Moderate
2022-10-31,64.94,15,2022-10-31,10,Monday,Fall,Warm
2022-11-01,71.96,24,2022-11-01,11,Tuesday,Fall,Warm
2022-11-02,69.98,25,2022-11-02,11,Wednesday,Fall,Warm
2022-11-03,53.96,17,2022-11-03,11,Thursday,Fall,Moderate
2022-11-04,42.980000000000004,17,2022-11-04,11,Friday,Fall,Moderate
2022-11-05,60.08,15,2022-11-05,11,Saturday,Fall,Warm
2022-11-06,50,20,2022-11-06,11,Sunday,Fall,Moderate
2022-11-07,59,11,2022-11-07,11,Monday,Fall,Warm
2022-11-08,69.98,17,2022-11-08,11,Tuesday,Fall,Warm
2022-11-09,69.98,23,2022-11-09,11,Wednesday,Fall,Warm
2022-11-10,50,18,2022-11-10,11,Thursday,Fall,Moderate
2022-11-11,37.04,14,2022-11-11,11,Friday,Fall,Cold
2022-11-12,50,14,2022-11-12,11,Saturday,Fall,Moderate
2022-11-13,50,20,2022-11-13,11,Sunday,Fall,Moderate
2022-11-14,35.06,31,2022-11-14,11,Monday,Fall,Cold
2022-11-15,33.98,13,2022-11-15,11,Tuesday,Fall,Cold
2022-11-16,39.02,19,2022-11-16,11,Wednesday,Fall,Moderate
2022-11-17,26.240000000000002,22,2022-11-17,11,Thursday,Fall,Cold
2022-11-18,23.18,11,2022-11-18,11,Friday,Fall,Cold
2022-11-19,42.980000000000004,18,2022-11-19,11,Saturday,Fall,Moderate
2022-11-20,51.98,19,2022-11-20,11,Sunday,Fall,Moderate
2022-11-21,55.94,19,2022-11-21,11,Monday,Fall,Moderate
2022-11-22,51.98,17,2022-11-22,11,Tuesday,Fall,Moderate
2022-11-23,51.98,14,2022-11-23,11,Wednesday,Fall,Moderate
2022-11-24,39.92,17,2022-11-24,11,Thursday,Fall,Moderate
2022-11-25,57.02,23,2022-11-25,11,Friday,Fall,Moderate
2022-11-26,57.02,21,2022-11-26,11,Saturday,Fall,Moderate
2022-11-27,48.92,17,2022-11-27,11,Sunday,Fall,Moderate
2022-11-28,57.92,16,2022-11-28,11,Monday,Fall,Moderate
2022-11-29,24.26,9,2022-11-29,11,Tuesday,Fall,Cold
2022-11-30,37.94,15,2022-11-30,11,Wednesday,Fall,Cold
2022-12-01,60.08,15,2022-12-01,12,Thursday,Winter,Warm
2022-12-02,53.06,19,2022-12-02,12,Friday,Winter,Moderate
2022-12-03,53.96,19,2022-12-03,12,Saturday,Winter,Moderate
2022-12-04,57.02,22,2022-12-04,12,Sunday,Winter,Moderate
2022-12-05,57.02,19,2022-12-05,12,Monday,Winter,Moderate
2022-12-06,51.08,12,2022-12-06,12,Tuesday,Winter,Moderate
2022-12-07,53.06,15,2022-12-07,12,Wednesday,Winter,Moderate
2022-12-08,46.04,16,2022-12-08,12,Thursday,Winter,Moderate
2022-12-09,51.98,18,2022-12-09,12,Friday,Winter,Moderate
2022-12-10,50,17,2022-12-10,12,Saturday,Winter,Moderate
2022-12-11,60.08,21,2022-12-11,12,Sunday,Winter,Warm
2022-12-12,53.06,19,2022-12-12,12,Monday,Winter,Moderate
2022-12-13,22.1,13,2022-12-13,12,Tuesday,Winter,Cold
2022-12-14,35.06,18,2022-12-14,12,Wednesday,Winter,Cold
2022-12-15,27.14,17,2022-12-15,12,Thursday,Winter,Cold
2022-12-16,31.1,16,2022-12-16,12,Friday,Winter,Cold
2022-12-17,35.06,15,2022-12-17,12,Saturday,Winter,Cold
2022-12-18,44.06,19,2022-12-18,12,Sunday,Winter,Moderate
2022-12-19,48.02,28,2022-12-19,12,Monday,Winter,Moderate
2022-12-20,48.92,9,2022-12-20,12,Tuesday,Winter,Moderate
2022-12-21,48.92,8,2022-12-21,12,Wednesday,Winter,Moderate
2022-12-22,-2.74,12,2022-12-22,12,Thursday,Winter,Very Cold
2022-12-23,16.16,5,2022-12-23,12,Friday,Winter,Very Cold
2022-12-24,48.92,17,2022-12-24,12,Saturday,Winter,Moderate
2022-12-25,51.08,11,2022-12-25,12,Sunday,Winter,Moderate
2022-12-26,48.92,20,2022-12-26,12,Monday,Winter,Moderate
2022-12-27,62.959999999999994,12,2022-12-27,12,Tuesday,Winter,Warm
2022-12-28,53.06,18,2022-12-28,12,Wednesday,Winter,Moderate
2022-12-29,51.08,14,2022-12-29,12,Thursday,Winter,Moderate
2023-01-02,33.98,19,2023-01-02,1,Monday,Winter,Cold
2023-01-04,44.06,15,2023-01-04,1,Wednesday,Winter,Moderate
2023-01-05,42.980000000000004,12,2023-01-05,1,Thursday,Winter,Moderate
2023-01-06,42.08,14,2023-01-06,1,Friday,Winter,Moderate
2023-01-07,41,21,2023-01-07,1,Saturday,Winter,Moderate
2023-01-08,51.98,14,2023-01-08,1,Sunday,Winter,Moderate
2023-01-09,46.04,25,2023-01-09,1,Monday,Winter,Moderate
2023-01-10,55.04,17,2023-01-10,1,Tuesday,Winter,Moderate
2023-01-11,41,16,2023-01-11,1,Wednesday,Winter,Moderate
2023-01-12,42.980000000000004,13,2023-01-12,1,Thursday,Winter,Moderate
2023-01-13,51.08,21,2023-01-13,1,Friday,Winter,Moderate
2023-01-14,57.02,18,2023-01-14,1,Saturday,Winter,Moderate
2023-01-15,42.980000000000004,26,2023-01-15,1,Sunday,Winter,Moderate
2023-01-16,48.02,21,2023-01-16,1,Monday,Winter,Moderate
2023-01-17,35.96,19,2023-01-17,1,Tuesday,Winter,Cold
2023-01-18,25.16,17,2023-01-18,1,Wednesday,Winter,Cold
2023-01-19,42.08,10,2023-01-19,1,Thursday,Winter,Moderate
2023-01-20,29.12,16,2023-01-20,1,Friday,Winter,Cold
2023-01-21,27.14,15,2023-01-21,1,Saturday,Winter,Cold
2023-01-22,35.06,19,2023-01-22,1,Sunday,Winter,Cold
2023-01-23,32,19,2023-01-23,1,Monday,Winter,Cold
2023-01-24,31.1,18,2023-01-24,1,Tuesday,Winter,Cold
2023-01-25,28.22,13,2023-01-25,1,Wednesday,Winter,Cold
2023-01-26,37.04,11,2023-01-26,1,Thursday,Winter,Cold
2023-01-27,46.04,16,2023-01-27,1,Friday,Winter,Moderate
2023-01-28,31.1,19,2023-01-28,1,Saturday,Winter,Cold
2023-01-29,10.220000000000002,13,2023-01-29,1,Sunday,Winter,Very Cold
2023-01-30,8.240000000000002,25,2023-01-30,1,Monday,Winter,Very Cold
2023-01-31,31.1,13,2023-01-31,1,Tuesday,Winter,Cold
2023-02-01,42.08,23,2023-02-01,2,Wednesday,Winter,Moderate
2023-02-02,42.980000000000004,16,2023-02-02,2,Thursday,Winter,Moderate
2023-02-03,53.06,14,2023-02-03,2,Friday,Winter,Moderate
2023-02-04,51.08,13,2023-02-04,2,Saturday,Winter,Moderate
2023-02-05,53.96,18,2023-02-05,2,Sunday,Winter,Moderate
2023-02-06,42.08,12,2023-02-06,2,Monday,Winter,Moderate
2023-02-07,42.08,16,2023-02-07,2,Tuesday,Winter,Moderate
2023-02-08,48.02,27,2023-02-08,2,Wednesday,Winter,Moderate
2023-02-09,31.1,15,2023-02-09,2,Thursday,Winter,Cold
2023-02-10,46.04,12,2023-02-10,2,Friday,Winter,Moderate
2023-02-11,60.08,14,2023-02-11,2,Saturday,Winter,Warm
2023-02-12,53.06,17,2023-02-12,2,Sunday,Winter,Moderate
2023-02-13,60.08,16,2023-02-13,2,Monday,Winter,Warm
2023-02-14,44.06,19,2023-02-14,2,Tuesday,Winter,Moderate
2023-02-15,21.2,10,2023-02-15,2,Wednesday,Winter,Cold
2023-02-16,26.240000000000002,7,2023-02-16,2,Thursday,Winter,Cold
2023-02-17,53.96,20,2023-02-17,2,Friday,Winter,Moderate
