DATE,DailyMaximumDryBulbTemperature,VIOLENT_CRIME_COUNT,DATE_DT,MONTH,DAY_OF_WEEK,SEASON,TEMP_BIN
2020-01-01,51.08,15,2020-01-01,1,Wednesday,Winter,Moderate
2020-01-02,44.06,9,2020-01-02,1,Thursday,Winter,Moderate
2020-01-03,48.02,16,2020-01-03,1,Friday,Winter,Moderate
2020-01-04,62.059999999999995,14,2020-01-04,1,Saturday,Winter,Warm
2020-01-05,44.96,13,2020-01-05,1,Sunday,Winter,Moderate
2020-01-06,42.08,11,2020-01-06,1,Monday,Winter,Moderate
2020-01-07,59,12,2020-01-07,1,Tuesday,Winter,Warm
2020-01-08,60.08,9,2020-01-08,1,Wednesday,Winter,Warm
2020-01-09,44.96,22,2020-01-09,1,Thursday,Winter,Moderate
2020-01-10,33.08,17,2020-01-10,1,Friday,Winter,Cold
2020-01-11,46.94,10,2020-01-11,1,Saturday,Winter,Moderate
2020-01-12,42.08,13,2020-01-12,1,Sunday,Winter,Moderate
2020-01-13,44.06,14,2020-01-13,1,Monday,Winter,Moderate
2020-01-14,57.02,11,2020-01-14,1,Tuesday,Winter,Moderate
2020-01-15,46.94,7,2020-01-15,1,Wednesday,Winter,Moderate
2020-01-16,42.980000000000004,10,2020-01-16,1,Thursday,Winter,Moderate
2020-01-17,51.98,11,2020-01-17,1,Friday,Winter,Moderate
2020-01-18,44.96,21,2020-01-18,1,Saturday,Winter,Moderate
2020-01-19,46.94,17,2020-01-19,1,Sunday,Winter,Moderate
2020-01-20,55.04,11,2020-01-20,1,Monday,Winter,Moderate
2020-01-21,53.96,17,2020-01-21,1,Tuesday,Winter,Moderate
2020-01-22,51.98,11,2020-01-22,1,Wednesday,Winter,Moderate
2020-01-23,41,12,2020-01-23,1,Thursday,Winter,Moderate
2020-01-24,55.94,15,2020-01-24,1,Friday,Winter,Moderate
2020-01-25,55.04,17,2020-01-25,1,Saturday,Winter,Moderate
2020-01-26,55.04,19,2020-01-26,1,Sunday,Winter,Moderate
2020-01-27,42.08,14,2020-01-27,1,Monday,Winter,Moderate
2020-01-28,46.04,14,2020-01-28,1,Tuesday,Winter,Moderate
2020-01-29,42.08,20,2020-01-29,1,Wednesday,Winter,Moderate
2020-01-30,42.08,11,2020-01-30,1,Thursday,Winter,Moderate
2020-01-31,51.98,13,2020-01-31,1,Friday,Winter,Moderate
2020-02-01,66.02,16,2020-02-01,2,Saturday,Winter,Warm
2020-02-02,71.96,20,2020-02-02,2,Sunday,Winter,Warm
2020-02-03,31.1,17,2020-02-03,2,Monday,Winter,Cold
2020-02-04,18.14,8,2020-02-04,2,Tuesday,Winter,Cold
2020-02-05,27.14,15,2020-02-05,2,Wednesday,Winter,Cold
2020-02-06,37.94,8,2020-02-06,2,Thursday,Winter,Cold
2020-02-07,27.14,8,2020-02-07,2,Friday,Winter,Cold
2020-02-08,55.94,9,2020-02-08,2,Saturday,Winter,Moderate
2020-02-09,28.22,16,2020-02-09,2,Sunday,Winter,Cold
2020-02-10,28.22,10,2020-02-10,2,Monday,Winter,Cold
2020-02-11,33.08,11,2020-02-11,2,Tuesday,Winter,Cold
2020-02-12,33.08,10,2020-02-12,2,Wednesday,Winter,Cold
2020-02-13,28.22,15,2020-02-13,2,Thursday,Winter,Cold
2020-02-14,60.08,6,2020-02-14,2,Friday,Winter,Warm
2020-02-15,44.06,18,2020-02-15,2,Saturday,Winter,Moderate
2020-02-16,53.06,11,2020-02-16,2,Sunday,Winter,Moderate
2020-02-17,35.96,14,2020-02-17,2,Monday,Winter,Cold
2020-02-18,31.1,22,2020-02-18,2,Tuesday,Winter,Cold
2020-02-19,23.18,13,2020-02-19,2,Wednesday,Winter,Cold
2020-02-20,33.98,9,2020-02-20,2,Thursday,Winter,Cold
2020-02-21,51.08,13,2020-02-21,2,Friday,Winter,Moderate
2020-02-22,55.94,11,2020-02-22,2,Saturday,Winter,Moderate
2020-02-23,42.08,12,2020-02-23,2,Sunday,Winter,Moderate
2020-02-24,39.02,11,2020-02-24,2,Monday,Winter,Moderate
2020-02-25,28.22,19,2020-02-25,2,Tuesday,Winter,Cold
2020-02-26,42.980000000000004,20,2020-02-26,2,Wednesday,Winter,Moderate
2020-02-27,46.94,10,2020-02-27,2,Thursday,Winter,Moderate
2020-02-28,53.06,14,2020-02-28,2,Friday,Winter,Moderate
2020-02-29,51.98,12,2020-02-29,2,Saturday,Winter,Moderate
2020-03-01,42.980000000000004,20,2020-03-01,3,Sunday,Spring,Moderate
2020-03-02,53.06,18,2020-03-02,3,Monday,Spring,Moderate
2020-03-03,57.92,15,2020-03-03,3,Tuesday,Spring,Moderate
2020-03-04,64.04,11,2020-03-04,3,Wednesday,Spring,Warm
2020-03-05,55.94,12,2020-03-05,3,Thursday,Spring,Moderate
2020-03-06,66.92,13,2020-03-06,3,Friday,Spring,Warm
2020-03-07,66.02,15,2020-03-07,3,Saturday,Spring,Warm
2020-03-08,66.92,15,2020-03-08,3,Sunday,Spring,Warm
2020-03-09,59,15,2020-03-09,3,Monday,Spring,Warm
2020-03-10,62.959999999999994,15,2020-03-10,3,Tuesday,Spring,Warm
2020-03-11,69.08,18,2020-03-11,3,Wednesday,Spring,Warm
2020-03-12,51.98,11,2020-03-12,3,Thursday,Spring,Moderate
2020-03-13,39.92,6,2020-03-13,3,Friday,Spring,Moderate
2020-03-14,51.08,12,2020-03-14,3,Saturday,Spring,Moderate
2020-03-15,60.08,15,2020-03-15,3,Sunday,Spring,Warm
2020-03-16,66.02,9,2020-03-16,3,Monday,Spring,Warm
2020-03-17,59,16,2020-03-17,3,Tuesday,Spring,Warm
2020-03-18,64.94,12,2020-03-18,3,Wednesday,Spring,Warm
2020-03-19,39.92,10,2020-03-19,3,Thursday,Spring,Moderate
2020-03-20,27.14,6,2020-03-20,3,Friday,Spring,Cold
2020-03-21,48.02,13,2020-03-21,3,Saturday,Spring,Moderate
2020-03-22,51.98,14,2020-03-22,3,Sunday,Spring,Moderate
2020-03-23,55.94,11,2020-03-23,3,Monday,Spring,Moderate
2020-03-24,62.959999999999994,17,2020-03-24,3,Tuesday,Spring,Warm
2020-03-25,66.02,15,2020-03-25,3,Wednesday,Spring,Warm
2020-03-26,53.96,12,2020-03-26,3,Thursday,Spring,Moderate
2020-03-27,42.08,8,2020-03-27,3,Friday,Spring,Moderate
2020-03-28,48.92,10,2020-03-28,3,Saturday,Spring,Moderate
2020-03-29,55.04,9,2020-03-29,3,Sunday,Spring,Moderate
2020-03-30,57.02,14,2020-03-30,3,Monday,Spring,Moderate
2020-03-31,66.92,11,2020-03-31,3,Tuesday,Spring,Warm
2020-04-01,68,9,2020-04-01,4,Wednesday,Spring,Warm
2020-04-02,39.92,12,2020-04-02,4,Thursday,Spring,Moderate
2020-04-03,39.92,11,2020-04-03,4,Friday,Spring,Moderate
2020-04-04,60.08,11,2020-04-04,4,Saturday,Spring,Warm
2020-04-05,71.06,16,2020-04-05,4,Sunday,Spring,Warm
2020-04-06,73.04,23,2020-04-06,4,Monday,Spring,Warm
2020-04-07,73.04,17,2020-04-07,4,Tuesday,Spring,Warm
2020-04-08,69.08,17,2020-04-08,4,Wednesday,Spring,Warm
2020-04-09,57.02,15,2020-04-09,4,Thursday,Spring,Moderate
2020-04-10,71.06,7,2020-04-10,4,Friday,Spring,Warm
2020-04-11,69.08,16,2020-04-11,4,Saturday,Spring,Warm
2020-04-12,35.96,11,2020-04-12,4,Sunday,Spring,Cold
2020-04-13,23.18,7,2020-04-13,4,Monday,Spring,Cold
2020-04-14,44.96,9,2020-04-14,4,Tuesday,Spring,Moderate
2020-04-15,53.06,8,2020-04-15,4,Wednesday,Spring,Moderate
2020-04-16,33.98,9,2020-04-16,4,Thursday,Spring,Cold
2020-04-17,55.94,12,2020-04-17,4,Friday,Spring,Moderate
2020-04-18,59,18,2020-04-18,4,Saturday,Spring,Warm
2020-04-19,62.959999999999994,9,2020-04-19,4,Sunday,Spring,Warm
2020-04-20,64.04,9,2020-04-20,4,Monday,Spring,Warm
2020-04-21,68,6,2020-04-21,4,Tuesday,Spring,Warm
2020-04-22,64.94,10,2020-04-22,4,Wednesday,Spring,Warm
2020-04-23,66.92,12,2020-04-23,4,Thursday,Spring,Warm
2020-04-24,57.92,11,2020-04-24,4,Friday,Spring,Moderate
2020-04-25,64.04,10,2020-04-25,4,Saturday,Spring,Warm
2020-04-26,73.04,14,2020-04-26,4,Sunday,Spring,Warm
2020-04-27,77,20,2020-04-27,4,Monday,Spring,Warm
2020-04-28,73.94,22,2020-04-28,4,Tuesday,Spring,Warm
2020-04-29,71.06,15,2020-04-29,4,Wednesday,Spring,Warm
2020-04-30,82.94,11,2020-04-30,4,Thursday,Spring,Hot
2020-05-01,84.02,22,2020-05-01,5,Friday,Spring,Hot
2020-05-02,66.02,23,2020-05-02,5,Saturday,Spring,Warm
2020-05-03,75.92,15,2020-05-03,5,Sunday,Spring,Warm
2020-05-04,71.06,18,2020-05-04,5,Monday,Spring,Warm
2020-05-05,71.06,12,2020-05-05,5,Tuesday,Spring,Warm
2020-05-06,71.06,11,2020-05-06,5,Wednesday,Spring,Warm
2020-05-07,71.96,15,2020-05-07,5,Thursday,Spring,Warm
2020-05-08,60.980000000000004,8,2020-05-08,5,Friday,Spring,Warm
2020-05-09,60.980000000000004,8,2020-05-09,5,Saturday,Spring,Warm
2020-05-10,64.04,14,2020-05-10,5,Sunday,Spring,Warm
2020-05-11,55.04,9,2020-05-11,5,Monday,Spring,Moderate
2020-05-12,75.92,16,2020-05-12,5,Tuesday,Spring,Warm
2020-05-13,80.06,14,2020-05-13,5,Wednesday,Spring,Hot
2020-05-14,73.04,19,2020-05-14,5,Thursday,Spring,Warm
2020-05-15,68,14,2020-05-15,5,Friday,Spring,Warm
2020-05-16,69.08,19,2020-05-16,5,Saturday,Spring,Warm
2020-05-17,78.98,26,2020-05-17,5,Sunday,Spring,Hot
2020-05-18,89.06,18,2020-05-18,5,Monday,Spring,Hot
2020-05-19,91.03999999999999,19,2020-05-19,5,Tuesday,Spring,Hot
2020-05-20,87.08000000000001,19,2020-05-20,5,Wednesday,Spring,Hot
2020-05-21,75.02,12,2020-05-21,5,Thursday,Spring,Warm
2020-05-22,80.96,18,2020-05-22,5,Friday,Spring,Hot
2020-05-23,82.04,20,2020-05-23,5,Saturday,Spring,Hot
2020-05-24,60.08,17,2020-05-24,5,Sunday,Spring,Warm
2020-05-25,64.04,20,2020-05-25,5,Monday,Spring,Warm
2020-05-26,75.92,13,2020-05-26,5,Tuesday,Spring,Warm
2020-05-27,80.96,13,2020-05-27,5,Wednesday,Spring,Hot
2020-05-28,73.94,11,2020-05-28,5,Thursday,Spring,Warm
2020-05-29,87.98,15,2020-05-29,5,Friday,Spring,Hot
2020-05-30,82.94,19,2020-05-30,5,Saturday,Spring,Hot
2020-05-31,86,18,2020-05-31,5,Sunday,Spring,Hot
2020-06-01,89.06,23,2020-06-01,6,Monday,Summer,Hot
2020-06-02,86,14,2020-06-02,6,Tuesday,Summer,Hot
2020-06-03,89.96000000000001,19,2020-06-03,6,Wednesday,Summer,Hot
2020-06-04,87.98,10,2020-06-04,6,Thursday,Summer,Hot
2020-06-05,91.03999999999999,23,2020-06-05,6,Friday,Summer,Hot
2020-06-06,84.91999999999999,28,2020-06-06,6,Saturday,Summer,Hot
2020-06-07,87.98,13,2020-06-07,6,Sunday,Summer,Hot
2020-06-08,78.08,20,2020-06-08,6,Monday,Summer,Warm
2020-06-09,66.02,9,2020-06-09,6,Tuesday,Summer,Warm
2020-06-10,75.92,20,2020-06-10,6,Wednesday,Summer,Warm
2020-06-11,80.96,9,2020-06-11,6,Thursday,Summer,Hot
2020-06-12,89.06,23,2020-06-12,6,Friday,Summer,Hot
2020-06-13,89.06,19,2020-06-13,6,Saturday,Summer,Hot
2020-06-14,89.96000000000001,20,2020-06-14,6,Sunday,Summer,Hot
2020-06-15,91.94,22,2020-06-15,6,Monday,Summer,Hot
2020-06-16,93.02,11,2020-06-16,6,Tuesday,Summer,Hot
2020-06-17,93.02,24,2020-06-17,6,Wednesday,Summer,Hot
2020-06-18,71.96,13,2020-06-18,6,Thursday,Summer,Warm
2020-06-19,66.02,24,2020-06-19,6,Friday,Summer,Warm
2020-06-20,86,15,2020-06-20,6,Saturday,Summer,Hot
2020-06-21,82.04,25,2020-06-21,6,Sunday,Summer,Hot
2020-06-22,82.04,17,2020-06-22,6,Monday,Summer,Hot
2020-06-23,87.08000000000001,17,2020-06-23,6,Tuesday,Summer,Hot
2020-06-24,91.03999999999999,14,2020-06-24,6,Wednesday,Summer,Hot
2020-06-25,89.06,17,2020-06-25,6,Thursday,Summer,Hot
2020-06-26,84.02,26,2020-06-26,6,Friday,Summer,Hot
2020-06-27,89.96000000000001,22,2020-06-27,6,Saturday,Summer,Hot
2020-06-28,89.96000000000001,26,2020-06-28,6,Sunday,Summer,Hot
2020-06-29,91.03999999999999,20,2020-06-29,6,Monday,Summer,Hot
2020-06-30,82.94,13,2020-06-30,6,Tuesday,Summer,Hot
2020-07-01,84.91999999999999,18,2020-07-01,7,Wednesday,Summer,Hot
2020-07-02,93.91999999999999,20,2020-07-02,7,Thursday,Summer,Hot
2020-07-03,89.96000000000001,19,2020-07-03,7,Friday,Summer,Hot
2020-07-04,89.06,34,2020-07-04,7,Saturday,Summer,Hot
2020-07-05,89.96000000000001,27,2020-07-05,7,Sunday,Summer,Hot
2020-07-06,95,29,2020-07-06,7,Monday,Summer,Hot
2020-07-07,93.91999999999999,23,2020-07-07,7,Tuesday,Summer,Hot
2020-07-08,95,26,2020-07-08,7,Wednesday,Summer,Hot
2020-07-09,93.02,19,2020-07-09,7,Thursday,Summer,Hot
2020-07-10,98.06,19,2020-07-10,7,Friday,Summer,Hot
2020-07-11,93.91999999999999,20,2020-07-11,7,Saturday,Summer,Hot
2020-07-12,96.98,30,2020-07-12,7,Sunday,Summer,Hot
2020-07-13,96.08000000000001,18,2020-07-13,7,Monday,Summer,Hot
2020-07-14,78.08,16,2020-07-14,7,Tuesday,Summer,Warm
2020-07-15,78.08,13,2020-07-15,7,Wednesday,Summer,Warm
2020-07-16,91.94,21,2020-07-16,7,Thursday,Summer,Hot
2020-07-17,93.91999999999999,19,2020-07-17,7,Friday,Summer,Hot
2020-07-18,96.08000000000001,19,2020-07-18,7,Saturday,Summer,Hot
2020-07-19,89.06,29,2020-07-19,7,Sunday,Summer,Hot
2020-07-20,93.02,33,2020-07-20,7,Monday,Summer,Hot
2020-07-21,86,25,2020-07-21,7,Tuesday,Summer,Hot
2020-07-22,95,21,2020-07-22,7,Wednesday,Summer,Hot
2020-07-23,91.94,23,2020-07-23,7,Thursday,Summer,Hot
2020-07-24,89.06,24,2020-07-24,7,Friday,Summer,Hot
2020-07-25,86,15,2020-07-25,7,Saturday,Summer,Hot
2020-07-26,82.94,16,2020-07-26,7,Sunday,Summer,Hot
2020-07-27,86,22,2020-07-27,7,Monday,Summer,Hot
2020-07-28,87.08000000000001,28,2020-07-28,7,Tuesday,Summer,Hot
2020-07-29,93.91999999999999,21,2020-07-29,7,Wednesday,Summer,Hot
2020-07-30,78.98,22,2020-07-30,7,Thursday,Summer,Hot
2020-07-31,87.08000000000001,21,2020-07-31,7,Friday,Summer,Hot
2020-08-01,89.06,23,2020-08-01,8,Saturday,Summer,Hot
2020-08-02,84.91999999999999,17,2020-08-02,8,Sunday,Summer,Hot
2020-08-03,89.06,22,2020-08-03,8,Monday,Summer,Hot
2020-08-04,91.03999999999999,15,2020-08-04,8,Tuesday,Summer,Hot
2020-08-05,91.03999999999999,20,2020-08-05,8,Wednesday,Summer,Hot
2020-08-06,91.03999999999999,26,2020-08-06,8,Thursday,Summer,Hot
2020-08-07,96.08000000000001,18,2020-08-07,8,Friday,Summer,Hot
2020-08-08,93.02,20,2020-08-08,8,Saturday,Summer,Hot
2020-08-09,95,24,2020-08-09,8,Sunday,Summer,Hot
2020-08-10,89.96000000000001,27,2020-08-10,8,Monday,Summer,Hot
2020-08-11,95,17,2020-08-11,8,Tuesday,Summer,Hot
2020-08-12,91.94,18,2020-08-12,8,Wednesday,Summer,Hot
2020-08-13,95,13,2020-08-13,8,Thursday,Summer,Hot
2020-08-14,91.94,22,2020-08-14,8,Friday,Summer,Hot
2020-08-15,91.03999999999999,29,2020-08-15,8,Saturday,Summer,Hot
2020-08-16,93.91999999999999,23,2020-08-16,8,Sunday,Summer,Hot
2020-08-17,95,35,2020-08-17,8,Monday,Summer,Hot
2020-08-18,96.98,14,2020-08-18,8,Tuesday,Summer,Hot
2020-08-19,93.02,24,2020-08-19,8,Wednesday,Summer,Hot
2020-08-20,91.03999999999999,21,2020-08-20,8,Thursday,Summer,Hot
2020-08-21,91.03999999999999,26,2020-08-21,8,Friday,Summer,Hot
2020-08-22,95,21,2020-08-22,8,Saturday,Summer,Hot
2020-08-23,96.98,31,2020-08-23,8,Sunday,Summer,Hot
2020-08-24,93.02,14,2020-08-24,8,Monday,Summer,Hot
2020-08-25,95,18,2020-08-25,8,Tuesday,Summer,Hot
2020-08-26,93.02,20,2020-08-26,8,Wednesday,Summer,Hot
2020-08-27,93.02,13,2020-08-27,8,Thursday,Summer,Hot
2020-08-28,78.08,15,2020-08-28,8,Friday,Summer,Warm
2020-08-29,75.02,16,2020-08-29,8,Saturday,Summer,Warm
2020-08-30,89.96000000000001,24,2020-08-30,8,Sunday,Summer,Hot
2020-08-31,75.92,15,2020-08-31,8,Monday,Summer,Warm
2020-09-01,80.06,14,2020-09-01,9,Tuesday,Fall,Hot
2020-09-02,89.96000000000001,13,2020-09-02,9,Wednesday,Fall,Hot
2020-09-03,86,16,2020-09-03,9,Thursday,Fall,Hot
2020-09-04,89.96000000000001,17,2020-09-04,9,Friday,Fall,Hot
2020-09-05,96.98,25,2020-09-05,9,Saturday,Fall,Hot
2020-09-06,96.08000000000001,20,2020-09-06,9,Sunday,Fall,Hot
2020-09-07,91.03999999999999,26,2020-09-07,9,Monday,Fall,Hot
2020-09-08,44.06,11,2020-09-08,9,Tuesday,Fall,Moderate
2020-09-09,39.92,10,2020-09-09,9,Wednesday,Fall,Moderate
2020-09-10,53.96,12,2020-09-10,9,Thursday,Fall,Moderate
2020-09-11,69.98,22,2020-09-11,9,Friday,Fall,Warm
2020-09-12,78.98,17,2020-09-12,9,Saturday,Fall,Hot
2020-09-13,84.02,27,2020-09-13,9,Sunday,Fall,Hot
2020-09-14,87.08000000000001,24,2020-09-14,9,Monday,Fall,Hot
2020-09-15,86,20,2020-09-15,9,Tuesday,Fall,Hot
2020-09-16,73.04,18,2020-09-16,9,Wednesday,Fall,Warm
2020-09-17,84.02,16,2020-09-17,9,Thursday,Fall,Hot
2020-09-18,84.91999999999999,19,2020-09-18,9,Friday,Fall,Hot
2020-09-19,86,16,2020-09-19,9,Saturday,Fall,Hot
2020-09-20,84.91999999999999,25,2020-09-20,9,Sunday,Fall,Hot
2020-09-21,86,19,2020-09-21,9,Monday,Fall,Hot
2020-09-22,84.02,26,2020-09-22,9,Tuesday,Fall,Hot
2020-09-23,82.94,16,2020-09-23,9,Wednesday,Fall,Hot
2020-09-24,87.08000000000001,18,2020-09-24,9,Thursday,Fall,Hot
2020-09-25,87.08000000000001,30,2020-09-25,9,Friday,Fall,Hot
2020-09-26,87.98,22,2020-09-26,9,Saturday,Fall,Hot
2020-09-27,53.96,28,2020-09-27,9,Sunday,Fall,Moderate
2020-09-28,59,15,2020-09-28,9,Monday,Fall,Warm
2020-09-29,80.06,14,2020-09-29,9,Tuesday,Fall,Hot
2020-09-30,71.96,18,2020-09-30,9,Wednesday,Fall,Warm
2020-10-01,66.92,19,2020-10-01,10,Thursday,Fall,Warm
2020-10-02,71.06,20,2020-10-02,10,Friday,Fall,Warm
2020-10-03,66.02,25,2020-10-03,10,Saturday,Fall,Warm
2020-10-04,80.96,22,2020-10-04,10,Sunday,Fall,Hot
2020-10-05,80.96,18,2020-10-05,10,Monday,Fall,Hot
2020-10-06,84.91999999999999,15,2020-10-06,10,Tuesday,Fall,Hot
2020-10-07,82.04,13,2020-10-07,10,Wednesday,Fall,Hot
2020-10-08,84.02,27,2020-10-08,10,Thursday,Fall,Hot
2020-10-09,84.02,13,2020-10-09,10,Friday,Fall,Hot
2020-10-10,82.94,25,2020-10-10,10,Saturday,Fall,Hot
2020-10-11,78.08,16,2020-10-11,10,Sunday,Fall,Warm
2020-10-12,75.02,18,2020-10-12,10,Monday,Fall,Warm
2020-10-13,80.06,19,2020-10-13,10,Tuesday,Fall,Hot
2020-10-14,80.06,17,2020-10-14,10,Wednesday,Fall,Hot
2020-10-15,53.96,19,2020-10-15,10,Thursday,Fall,Moderate
2020-10-16,69.98,13,2020-10-16,10,Friday,Fall,Warm
2020-10-17,71.96,22,2020-10-17,10,Saturday,Fall,Warm
2020-10-18,50,23,2020-10-18,10,Sunday,Fall,Moderate
2020-10-19,71.96,7,2020-10-19,10,Monday,Fall,Warm
2020-10-20,68,23,2020-10-20,10,Tuesday,Fall,Warm
2020-10-21,80.96,12,2020-10-21,10,Wednesday,Fall,Hot
2020-10-22,59,23,2020-10-22,10,Thursday,Fall,Warm
2020-10-23,33.08,18,2020-10-23,10,Friday,Fall,Cold
2020-10-24,62.959999999999994,22,2020-10-24,10,Saturday,Fall,Warm
2020-10-25,27.14,16,2020-10-25,10,Sunday,Fall,Cold
2020-10-26,17.240000000000002,9,2020-10-26,10,Monday,Fall,Very Cold
2020-10-27,44.96,10,2020-10-27,10,Tuesday,Fall,Moderate
2020-10-28,51.08,10,2020-10-28,10,Wednesday,Fall,Moderate
2020-10-29,66.92,18,2020-10-29,10,Thursday,Fall,Warm
2020-10-30,69.08,11,2020-10-30,10,Friday,Fall,Warm
2020-10-31,64.94,20,2020-10-31,10,Saturday,Fall,Warm
2020-11-01,73.94,26,2020-11-01,11,Sunday,Fall,Warm
2020-11-02,75.92,15,2020-11-02,11,Monday,Fall,Warm
2020-11-03,78.08,22,2020-11-03,11,Tuesday,Fall,Warm
2020-11-04,75.02,16,2020-11-04,11,Wednesday,Fall,Warm
2020-11-05,75.02,12,2020-11-05,11,Thursday,Fall,Warm
2020-11-06,73.94,15,2020-11-06,11,Friday,Fall,Warm
2020-11-07,73.94,24,2020-11-07,11,Saturday,Fall,Warm
2020-11-08,57.92,26,2020-11-08,11,Sunday,Fall,Moderate
2020-11-09,44.06,19,2020-11-09,11,Monday,Fall,Moderate
2020-11-10,48.02,13,2020-11-10,11,Tuesday,Fall,Moderate
2020-11-11,50,10,2020-11-11,11,Wednesday,Fall,Moderate
2020-11-12,44.96,12,2020-11-12,11,Thursday,Fall,Moderate
2020-11-13,60.08,8,2020-11-13,11,Friday,Fall,Warm
2020-11-14,50,17,2020-11-14,11,Saturday,Fall,Moderate
2020-11-15,59,8,2020-11-15,11,Sunday,Fall,Warm
2020-11-16,66.02,18,2020-11-16,11,Monday,Fall,Warm
2020-11-17,73.94,17,2020-11-17,11,Tuesday,Fall,Warm
2020-11-18,71.06,15,2020-11-18,11,Wednesday,Fall,Warm
2020-11-19,66.92,13,2020-11-19,11,Thursday,Fall,Warm
2020-11-20,55.04,18,2020-11-20,11,Friday,Fall,Moderate
2020-11-21,50,18,2020-11-21,11,Saturday,Fall,Moderate
2020-11-22,48.92,16,2020-11-22,11,Sunday,Fall,Moderate
2020-11-23,64.94,10,2020-11-23,11,Monday,Fall,Warm
2020-11-24,42.980000000000004,11,2020-11-24,11,Tuesday,Fall,Moderate
2020-11-25,50,13,2020-11-25,11,Wednesday,Fall,Moderate
2020-11-26,44.96,12,2020-11-26,11,Thursday,Fall,Moderate
2020-11-27,44.06,13,2020-11-27,11,Friday,Fall,Moderate
2020-11-28,55.94,15,2020-11-28,11,Saturday,Fall,Moderate
2020-11-29,37.04,16,2020-11-29,11,Sunday,Fall,Cold
2020-11-30,57.02,17,2020-11-30,11,Monday,Fall,Moderate
2020-12-01,37.94,21,2020-12-01,12,Tuesday,Winter,Cold
2020-12-02,29.12,7,2020-12-02,12,Wednesday,Winter,Cold
2020-12-03,46.04,9,2020-12-03,12,Thursday,Winter,Moderate
2020-12-04,57.02,12,2020-12-04,12,Friday,Winter,Moderate
2020-12-05,50,13,2020-12-05,12,Saturday,Winter,Moderate
2020-12-06,60.980000000000004,18,2020-12-06,12,Sunday,Winter,Warm
2020-12-07,59,21,2020-12-07,12,Monday,Winter,Warm
2020-12-08,69.98,10,2020-12-08,12,Tuesday,Winter,Warm
2020-12-09,68,20,2020-12-09,12,Wednesday,Winter,Warm
2020-12-10,42.08,18,2020-12-10,12,Thursday,Winter,Moderate
2020-12-11,26.240000000000002,18,2020-12-11,12,Friday,Winter,Cold
2020-12-12,29.12,18,2020-12-12,12,Saturday,Winter,Cold
2020-12-13,33.08,12,2020-12-13,12,Sunday,Winter,Cold
2020-12-14,32,14,2020-12-14,12,Monday,Winter,Cold
2020-12-15,30.2,11,2020-12-15,12,Tuesday,Winter,Cold
2020-12-16,41,22,2020-12-16,12,Wednesday,Winter,Moderate
2020-12-17,50,18,2020-12-17,12,Thursday,Winter,Moderate
2020-12-18,39.02,16,2020-12-18,12,Friday,Winter,Moderate
2020-12-19,44.96,18,2020-12-19,12,Saturday,Winter,Moderate
2020-12-20,53.06,19,2020-12-20,12,Sunday,Winter,Moderate
2020-12-21,55.94,10,2020-12-21,12,Monday,Winter,Moderate
2020-12-22,59,21,2020-12-22,12,Tuesday,Winter,Warm
2020-12-23,29.12,20,2020-12-23,12,Wednesday,Winter,Cold
2020-12-24,51.08,19,2020-12-24,12,Thursday,Winter,Moderate
2020-12-25,57.92,8,2020-12-25,12,Friday,Winter,Moderate
2020-12-26,60.08,13,2020-12-26,12,Saturday,Winter,Warm
2020-12-27,44.06,26,2020-12-27,12,Sunday,Winter,Moderate
2020-12-28,30.2,21,2020-12-28,12,Monday,Winter,Cold
2020-12-29,33.98,10,2020-12-29,12,Tuesday,Winter,Cold
2020-12-30,42.980000000000004,6,2020-12-30,12,Wednesday,Winter,Moderate
2020-12-31,44.96,9,2020-12-31,12,Thursday,Winter,Moderate
2021-01-01,39.92,25,2021-01-01,1,Friday,Winter,Moderate
2021-01-02,51.08,11,2021-01-02,1,Saturday,Winter,Moderate
2021-01-03,53.06,15,2021-01-03,1,Sunday,Winter,Moderate
2021-01-04,53.96,18,2021-01-04,1,Monday,Winter,Moderate
2021-01-05,53.96,15,2021-01-05,1,Tuesday,Winter,Moderate
2021-01-06,44.06,12,2021-01-06,1,Wednesday,Winter,Moderate
2021-01-07,48.02,10,2021-01-07,1,Thursday,Winter,Moderate
2021-01-08,42.980000000000004,15,2021-01-08,1,Friday,Winter,Moderate
2021-01-09,31.1,20,2021-01-09,1,Saturday,Winter,Cold
2021-01-10,33.98,11,2021-01-10,1,Sunday,Winter,Cold
2021-01-11,46.04,18,2021-01-11,1,Monday,Winter,Moderate
2021-01-12,53.06,15,2021-01-12,1,Tuesday,Winter,Moderate
2021-01-13,62.959999999999994,14,2021-01-13,1,Wednesday,Winter,Warm
2021-01-14,44.06,16,2021-01-14,1,Thursday,Winter,Moderate
2021-01-15,44.06,11,2021-01-15,1,Friday,Winter,Moderate
2021-01-16,46.94,18,2021-01-16,1,Saturday,Winter,Moderate
2021-01-17,50,19,2021-01-17,1,Sunday,Winter,Moderate
2021-01-18,42.08,14,2021-01-18,1,Monday,Winter,Moderate
2021-01-19,39.92,10,2021-01-19,1,Tuesday,Winter,Moderate
2021-01-20,59,7,2021-01-20,1,Wednesday,Winter,Warm
2021-01-21,50,21,2021-01-21,1,Thursday,Winter,Moderate
2021-01-22,51.98,12,2021-01-22,1,Friday,Winter,Moderate
2021-01-23,48.92,19,2021-01-23,1,Saturday,Winter,Moderate
2021-01-24,39.02,20,2021-01-24,1,Sunday,Winter,Moderate
